NoiseStd,AvgStep,AvgReturn,Condition,Seed
0.1,570.12,1892.909098487384,ZOAC (Neural),200
0.11,499.94000000000005,1657.9461205735045,ZOAC (Neural),200
0.12,526.7600000000002,1740.3844476642028,ZOAC (Neural),200
0.13,466.26,1527.6270909073407,ZOAC (Neural),200
0.14,526.2600000000001,1736.541167824004,ZOAC (Neural),200
0.15,507.82000000000005,1678.3177372408506,ZOAC (Neural),200
0.16,520.3400000000001,1722.214811900902,ZOAC (Neural),200
0.17,477.14,1567.5945157175431,ZOAC (Neural),200
0.18,475.19999999999993,1575.7446573830903,ZOAC (Neural),200
0.19,439.30000000000007,1440.4369980877743,ZOAC (Neural),200
0.2,556.16,1848.0294118528052,ZOAC (Neural),200
0.21,465.50000000000006,1524.971893816838,ZOAC (Neural),200
0.22,468.20000000000005,1543.0240226444773,ZOAC (Neural),200
0.23,451.8,1496.440831443778,ZOAC (Neural),200
0.24,388.03999999999996,1260.5300375059328,ZOAC (Neural),200
0.25,410.66,1356.760267883633,ZOAC (Neural),200
0.26,360.53999999999985,1164.3794448270482,ZOAC (Neural),200
0.27,352.24,1129.3957411433976,ZOAC (Neural),200
0.28,492.52000000000004,1623.0884691787792,ZOAC (Neural),200
0.29,405.31999999999994,1335.4995425295597,ZOAC (Neural),200
0.3,361.2600000000001,1171.8835464277008,ZOAC (Neural),200
0.0,463.85999999999996,1569.4963636248374,ZOAC (Neural),300
0.01,469.5199999999999,1585.7885336205015,ZOAC (Neural),300
0.02,479.25999999999993,1619.520290897073,ZOAC (Neural),300
0.03,458.52000000000004,1549.3665591751355,ZOAC (Neural),300
0.04,524.3,1774.0526789583373,ZOAC (Neural),300
0.05,479.6600000000001,1623.139080731461,ZOAC (Neural),300
0.06,466.5800000000001,1576.8518869918348,ZOAC (Neural),300
0.07,514.8399999999999,1731.0506273626277,ZOAC (Neural),300
0.08,472.03999999999985,1595.1789105391495,ZOAC (Neural),300
0.09,461.56000000000006,1554.786732060032,ZOAC (Neural),300
0.1,498.43999999999994,1683.9758796424064,ZOAC (Neural),300
0.11,455.59999999999997,1540.8036883077239,ZOAC (Neural),300
0.12,463.18,1558.5799104999319,ZOAC (Neural),300
0.13,457.86,1545.491180552706,ZOAC (Neural),300
0.14,452.23999999999995,1525.3766727210705,ZOAC (Neural),300
0.15,447.61999999999995,1511.6681880550066,ZOAC (Neural),300
0.16,477.96,1607.9110047367656,ZOAC (Neural),300
0.17,430.67999999999984,1450.9710604089548,ZOAC (Neural),300
0.18,437.9599999999999,1472.6296626296103,ZOAC (Neural),300
0.19,458.74,1539.0966460944721,ZOAC (Neural),300
0.2,460.8800000000001,1547.5515254579873,ZOAC (Neural),300
0.21,411.59999999999997,1379.0341637728723,ZOAC (Neural),300
0.22,417.4400000000001,1398.9875498872432,ZOAC (Neural),300
0.23,414.0799999999999,1384.5345602085094,ZOAC (Neural),300
0.24,441.94000000000005,1478.7319485458772,ZOAC (Neural),300
0.25,411.1399999999999,1370.7848103137121,ZOAC (Neural),300
0.26,408.0399999999998,1357.2109277971817,ZOAC (Neural),300
0.27,439.02,1464.9484482287535,ZOAC (Neural),300
0.28,406.46000000000004,1349.5157186366944,ZOAC (Neural),300
0.29,413.22000000000014,1372.474006543764,ZOAC (Neural),300
0.3,426.00000000000006,1397.6775990744886,ZOAC (Neural),300
0.0,779.1800000000001,2777.674212595585,ZOAC (Neural),400
0.01,812.5999999999999,2896.1035840306586,ZOAC (Neural),400
0.02,802.7599999999999,2850.3617400995477,ZOAC (Neural),400
0.03,791.78,2807.0781020290824,ZOAC (Neural),400
0.04,756.96,2698.6005497470333,ZOAC (Neural),400
0.05,827.6,2929.2506483581215,ZOAC (Neural),400
0.06,735.12,2618.0067301199783,ZOAC (Neural),400
0.07,785.1399999999999,2781.0454169740906,ZOAC (Neural),400
0.08,744.4599999999998,2644.004944279531,ZOAC (Neural),400
0.09,727.2399999999999,2587.292495058096,ZOAC (Neural),400
0.1,716.1600000000002,2548.449581276357,ZOAC (Neural),400
0.11,761.4200000000001,2699.255375911323,ZOAC (Neural),400
0.12,695.9799999999999,2476.4587662374215,ZOAC (Neural),400
0.13,692.98,2464.7371445771996,ZOAC (Neural),400
0.14,707.74,2498.3311257917767,ZOAC (Neural),400
0.15,682.5999999999999,2413.0877140108646,ZOAC (Neural),400
0.16,706.8000000000001,2495.432803718319,ZOAC (Neural),400
0.17,643.6000000000003,2273.3435233128675,ZOAC (Neural),400
0.18,649.4200000000001,2287.514030169114,ZOAC (Neural),400
0.19,690.1799999999998,2433.233888471575,ZOAC (Neural),400
0.2,597.9599999999998,2110.332337395645,ZOAC (Neural),400
0.21,627.1,2219.7951896507484,ZOAC (Neural),400
0.22,664.5800000000002,2349.712591786816,ZOAC (Neural),400
0.23,591.4599999999998,2079.347088104302,ZOAC (Neural),400
0.24,580.6999999999999,2041.53043745936,ZOAC (Neural),400
0.25,597.9,2100.8580380070457,ZOAC (Neural),400
0.26,571.4399999999998,2003.6841546039875,ZOAC (Neural),400
0.27,502.9,1753.70847256532,ZOAC (Neural),400
0.28,514.6400000000002,1797.636413548865,ZOAC (Neural),400
0.29,526.0400000000001,1838.5988881725862,ZOAC (Neural),400
0.3,576.3199999999999,1999.7944276904113,ZOAC (Neural),400
0.0,1000.0,3176.2698723814156,ZOAC (Neural),500
0.01,1000.0,3178.253012836852,ZOAC (Neural),500
0.02,1000.0,3178.2492787199344,ZOAC (Neural),500
0.03,1000.0,3173.7500737465757,ZOAC (Neural),500
0.04,1000.0,3168.860059855075,ZOAC (Neural),500
0.05,990.24,3138.273449347957,ZOAC (Neural),500
0.06,967.5600000000001,3072.117304952394,ZOAC (Neural),500
0.07,979.0600000000001,3114.244726338961,ZOAC (Neural),500
0.08,978.54,3107.0359110750455,ZOAC (Neural),500
0.09,928.0600000000002,2955.671282295478,ZOAC (Neural),500
0.1,943.72,3004.723193305865,ZOAC (Neural),500
0.11,927.7399999999999,2963.274563787731,ZOAC (Neural),500
0.12,822.8199999999997,2656.7660141849246,ZOAC (Neural),500
0.13,781.7199999999998,2522.662988557588,ZOAC (Neural),500
0.14,781.3000000000001,2534.1174039665957,ZOAC (Neural),500
0.15,790.44,2559.847017976069,ZOAC (Neural),500
0.16,781.2399999999997,2523.800448070769,ZOAC (Neural),500
0.17,723.5,2353.4774235472596,ZOAC (Neural),500
0.18,660.1999999999999,2168.3561079662104,ZOAC (Neural),500
0.19,663.7800000000002,2172.9496660160066,ZOAC (Neural),500
0.2,605.2200000000001,1992.960732627428,ZOAC (Neural),500
0.21,607.6800000000002,1995.8162544356544,ZOAC (Neural),500
0.22,538.08,1772.3041924767058,ZOAC (Neural),500
0.23,486.47999999999996,1599.9222750637728,ZOAC (Neural),500
0.24,520.6,1719.7002829658068,ZOAC (Neural),500
0.25,552.4,1820.5079194105285,ZOAC (Neural),500
0.26,482.06,1583.6616373895506,ZOAC (Neural),500
0.27,458.71999999999997,1511.6532053249357,ZOAC (Neural),500
0.28,438.7399999999998,1445.0291953871165,ZOAC (Neural),500
0.29,436.11999999999995,1432.6078012569349,ZOAC (Neural),500
0.3,445.55999999999995,1465.2394369178419,ZOAC (Neural),500
0.0,1000.0,3030.526343098016,ARS (Linear),100
0.01,1000.0,3031.7005913092357,ARS (Linear),100
0.02,1000.0,3038.8186043798696,ARS (Linear),100
0.03,986.44,2989.837132155215,ARS (Linear),100
0.04,986.86,2997.2462260098737,ARS (Linear),100
0.05,990.56,3014.453303874497,ARS (Linear),100
0.06,1000.0,3040.931257221261,ARS (Linear),100
0.07,960.7199999999999,2918.6699095181593,ARS (Linear),100
0.08,835.6800000000001,2504.986029709967,ARS (Linear),100
0.09,916.0599999999998,2775.557046631606,ARS (Linear),100
0.1,612.7199999999999,1772.34821996195,ARS (Linear),100
0.11,609.56,1778.642547619228,ARS (Linear),100
0.12,435.15999999999997,1196.8884677942237,ARS (Linear),100
0.13,309.64000000000004,790.3951460999772,ARS (Linear),100
0.14,273.75999999999993,681.7476048876612,ARS (Linear),100
0.15,178.80000000000004,392.64002686555546,ARS (Linear),100
0.16,122.56000000000002,231.09057320789503,ARS (Linear),100
0.17,127.71999999999997,236.64847944521892,ARS (Linear),100
0.18,104.62000000000002,179.20146137061312,ARS (Linear),100
0.19,77.44,135.65394079207329,ARS (Linear),100
0.2,74.38000000000001,117.18636403486163,ARS (Linear),100
0.21,66.05999999999999,108.1511736279355,ARS (Linear),100
0.22,57.339999999999996,87.16797730085078,ARS (Linear),100
0.23,59.73999999999999,90.40897619414692,ARS (Linear),100
0.24,55.85999999999999,83.35080148632802,ARS (Linear),100
0.25,55.49999999999999,82.23036576949372,ARS (Linear),100
0.26,40.339999999999996,59.541929838936824,ARS (Linear),100
0.27,41.68,62.2884893551308,ARS (Linear),100
0.28,46.860000000000014,69.83038830185133,ARS (Linear),100
0.29,31.400000000000006,45.14485092408685,ARS (Linear),100
0.3,34.38,49.36419722394011,ARS (Linear),100
0.0,1000.0,2171.065023933673,ARS (Linear),200
0.01,1000.0,2171.47322151033,ARS (Linear),200
0.02,987.52,2144.287894614339,ARS (Linear),200
0.03,981.72,2134.2532452294818,ARS (Linear),200
0.04,995.02,2165.295812287423,ARS (Linear),200
0.05,989.0,2157.715518305185,ARS (Linear),200
0.06,844.22,1829.375071835057,ARS (Linear),200
0.07,730.1999999999999,1581.3344422154285,ARS (Linear),200
0.08,587.4999999999999,1268.6400505797005,ARS (Linear),200
0.09,430.84000000000003,915.3028297067616,ARS (Linear),200
0.1,282.58000000000004,583.0203688728482,ARS (Linear),200
0.11,217.04000000000008,436.662171627161,ARS (Linear),200
0.12,147.52,284.9097590611642,ARS (Linear),200
0.13,115.26,217.6048677920043,ARS (Linear),200
0.14,99.98000000000002,185.92185415178855,ARS (Linear),200
0.15,89.96000000000001,167.11519159704622,ARS (Linear),200
0.16,64.76,113.00148341732526,ARS (Linear),200
0.17,60.220000000000006,104.37829776993713,ARS (Linear),200
0.18,68.58000000000001,121.16952016718176,ARS (Linear),200
0.19,58.699999999999996,100.80759699699951,ARS (Linear),200
0.2,50.800000000000004,84.42968493559304,ARS (Linear),200
0.21,53.36,89.89767492846696,ARS (Linear),200
0.22,41.28000000000001,66.89972077071499,ARS (Linear),200
0.23,44.460000000000015,72.92962841969565,ARS (Linear),200
0.24,41.94,67.12905737550675,ARS (Linear),200
0.25,39.03999999999999,62.09709906399978,ARS (Linear),200
0.26,42.39999999999999,68.53149858971112,ARS (Linear),200
0.27,26.840000000000003,38.407635632558794,ARS (Linear),200
0.28,30.159999999999997,44.805028770980066,ARS (Linear),200
0.29,24.699999999999996,33.8551498901759,ARS (Linear),200
0.3,23.38,31.295278021041803,ARS (Linear),200
0.0,716.4799999999998,1399.973907984961,ARS (Linear),300
0.01,827.9800000000001,1629.089299977463,ARS (Linear),300
